# This file is automatically generated by combine_files.py.
MC3ODBCO2H 114.10
MC3CODBPAN 175.10
NPXYFUO2 192.10
MCOCOMOXO2 133.08
PXYFUO2 147.11
HPC52CO3 197.12
C534O2  179.10
C58NO3CO3 210.12
C531OOH 146.10
C31CO3  131.06
C532CO  114.10
C58NO3CO2H 195.13
C58NO3CO3H 211.13
C58NO3PAN 256.12
C531CO  128.08
C533O2  163.11
C31CO3H 132.07
CHOOCHO 74.04
C31PAN  177.07
C533OOH 164.11
C10H15O4O2 231.00
C10H15O5O2 247.00
C10H15O6O2 263.00
C10H15O7O2 279.00
C10H15O8O2 295.00
C10H15O9O2 311.00
C10H15O10O2 327.00
C10H15O11O2 343.00
C10H14O6 230.00
C10H15O5NO3 277.00
C10H14O7 246.00
C10H15O6NO3 293.00
C10H14O8 262.00
C10H15O7NO3 309.00
C10H14O9 278.00
C10H15O8NO3 325.00
C10H14O10 294.00
