# Name       Type group ID   MW      Precursor  coll_fac        mole_diam     surf_tens accomod  mass_dens non-volatile    partitioning  smiles                                         psat_torr     dHvap    Henry    Tref
PNaKKEpox    4    3          174.   NaKKEpox    687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C(=O)C3OC3C2=O                        0.226E-02      76.7       0.    298.
PPhDD        4    3          134.   PhDD        687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          O=Cc1ccccc1C=O                                 0.842E-02      71.3       0.    298.
PPhDCA       4    3          164.   PhDCA       687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          O=Cc1ccccc1CC(=O)(O)                           0.501E-04      96.3       0.    298.
PPhDCD       4    3          148.   PhDCD       687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          O=Cc1ccccc1CC=O                                0.386E-02      75.3       0.    298.
PPhDNOD      4    3          239.   PhDNOD      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          O=Cc1ccccc1C(ON(=O)=O)C(O)C=O                  0.607E-07     127.7       0.    298.
PPhDHOD      4    3          210.   PhDHOD      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          O=Cc1ccccc1C(OO)C(O)C=O                        0.854E-08     137.1       0.    298.
PPhDOOD      4    3          194.   PhDOOD      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          O=Cc1ccccc1C(O)C(O)C=O                         0.166E-06     123.6       0.    298.
PGLYOX       4    3           58.   GLYOX       687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          O=CC=O                                         0.289E+01      50.7       0.    298.
PPhUAnhy     4    3          174.   PhUAnhy     687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C=CC(=O)OC2=O                         0.195E-05     107.0       0.    298.
PPhUHEst1    4    3          192.   PhUHEst1    687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C=CC(OO)OC2=O                         0.945E-06     111.7       0.    298.
PPhUOEst1    4    3          176.   PhUOEst1    687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C=CC(O)OC2=O                          0.132E-04      99.6       0.    298.
PPhPUA1      4    3          253.   PhPUA1      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          C(=O)(O)c1ccccc1C=CC(=O)(OON(=O)=O)            0.115E-06     124.1       0.    298.
PPhGUA1      4    3          208.   PhGUA1      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          C(=O)(O)c1ccccc1C=CC(=O)(OO)                   0.360E-07     129.4       0.    298.
PPhAUA       4    3          192.   PhAUA       687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          C(=O)(O)c1ccccc1C=CC(=O)(O)                    0.566E-08     138.1       0.    298.
PPhAD        4    3          150.   PhAD        687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          O=Cc1ccccc1C(=O)(O)                            0.117E-03      92.3       0.    298.
PPhPUD1      4    3          237.   PhPUD1      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          C(=O)(OON(=O)=O)c1ccccc1C=CC=O                 0.541E-04      94.1       0.    298.
PPhGUD1      4    3          192.   PhGUD1      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          C(=O)(OO)c1ccccc1C=CC=O                        0.943E-05     103.4       0.    298.
PPhAUD1      4    3          176.   PhAUD1      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          C(=O)(O)c1ccccc1C=CC=O                         0.189E-05     110.8       0.    298.
PPhUP        4    3          209.   PhUP        687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c1ccccc1C=CC(=O)(OON(=O)=O)                    0.257E-02      77.0       0.    298.
PPhUG        4    3          164.   PhUG        687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c1ccccc1C=CC(=O)(OO)                           0.718E-03      84.3       0.    298.
PPhUA        4    3          148.   PhUA        687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c1ccccc1C=CC(=O)(O)                            0.176E-03      90.7       0.    298.
PPhUHEst2    4    3          192.   PhUHEst2    687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C=CC(=O)OC2(OO)                       0.694E-06     113.0       0.    298.
PPhUOEst2    4    3          176.   PhUOEst2    687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c12ccccc1C=CC(=O)OC2(O)                        0.974E-05     100.8       0.    298.
PPhPUA2      4    3          253.   PhPUA2      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          C(=O)(OON(=O)=O)c1ccccc1C=CC(=O)(O)            0.115E-06     124.1       0.    298.
PPhGUA2      4    3          208.   PhGUA2      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          C(=O)(OO)c1ccccc1C=CC(=O)(O)                   0.360E-07     129.4       0.    298.
